T1_t0,Z10,Z11,SUB
T1_t1,Z10,Z11,ADD
T1_t2,T1_t0,T1_t1,MUL
T1_t3,Z10,Z11,MUL
T1_t5,T1_t3,T1_t3,SUB
T10,T1_t2,T1_t5,SUB
T11,T1_t3,T1_t3,ADD
T2_t0,X20,Z10,MUL
T2_t1,X21,Z11,MUL
T2_t2,X20,X21,ADD
T2_t3,Z10,Z11,ADD
T2_t4,T2_t2,T2_t3,MUL
T20,T2_t0,T2_t1,SUB
T2_t5,T2_t0,T2_t1,ADD
T21,T2_t4,T2_t5,SUB
T3_t0,Z10,Z20,MUL
T3_t1,Z11,Z21,MUL
T3_t2,Z10,Z11,ADD
T3_t3,Z20,Z21,ADD
T3_t4,T3_t2,T3_t3,MUL
T30,T3_t0,T3_t1,SUB
T3_t5,T3_t0,T3_t1,ADD
T31,T3_t4,T3_t5,SUB
T4_t0,X10,Z20,MUL
T4_t1,X11,Z21,MUL
T4_t2,X10,X11,ADD
T4_t3,Z20,Z21,ADD
T4_t4,T4_t2,T4_t3,MUL
T40,T4_t0,T4_t1,SUB
T4_t5,T4_t0,T4_t1,ADD
T41,T4_t4,T4_t5,SUB
T5_t0,X10,X11,SUB
T5_t1,X10,X11,ADD
T5_t2,T5_t0,T5_t1,MUL
T5_t3,X10,X11,MUL
T5_t5,T5_t3,T5_t3,SUB
T50,T5_t2,T5_t5,SUB
T51,T5_t3,T5_t3,ADD
T6_t0,X10,X20,MUL
T6_t1,X11,X21,MUL
T6_t2,X10,X11,ADD
T6_t3,X20,X21,ADD
T6_t4,T6_t2,T6_t3,MUL
T60,T6_t0,T6_t1,SUB
T6_t5,T6_t0,T6_t1,ADD
T61,T6_t4,T6_t5,SUB
T7_t0,X10,Z10,MUL
T7_t1,X11,Z11,MUL
T7_t2,X10,X11,ADD
T7_t3,Z10,Z11,ADD
T7_t4,T7_t2,T7_t3,MUL
T70,T7_t0,T7_t1,SUB
T7_t5,T7_t0,T7_t1,ADD
T71,T7_t4,T7_t5,SUB
T8_t0,4B0,T10,MUL
T8_t1,4B1,T11,MUL
T8_t2,4B0,4B1,ADD
T8_t3,T10,T11,ADD
